pos_X	pos_y	c_theta	goal_X	goal_y	d_theta
46.60809304955046	-84.34655893293223	0.6373705063971649	116.0	-42.0	0
54.644726096841204	-78.39571619738675	0.6200433140594303	116.0	-42.0	0
62.78325898591726	-72.58501207366582	0.6044925902433311	116.0	-42.0	0
71.0111648575583	-66.90156549897058	0.5891416271191764	116.0	-42.0	0
79.32534423891174	-61.345089888057004	0.5726126171283914	116.0	-42.0	0
87.73022675414936	-55.92679219366506	0.5532696725756193	116.0	-42.0	0
95.77397752282823	-50.95886713511808	0.5283926445683127	116.0	-42.0	0
101.50529491547033	-47.61315396031419	0.49352728477472874	116.0	-42.0	0
105.6119211935846	-45.40408669783154	0.44997306264868575	-184.0	23.0	0
96.60733300513076	-49.75349948076641	0.57058591951273	-184.0	23.0	0
88.19148650792766	-55.15475190363229	0.7417203515616008	-184.0	23.0	0
80.81841196541728	-61.9103252908871	0.9867562839487962	-184.0	23.0	0
75.30442396400464	-70.25274318501572	1.3405085196496702	-184.0	23.0	0
77.58700138635308	-60.516735773813465	2.208256526603534	-184.0	23.0	0
71.6354378417108	-52.48063651023509	2.662032164665881	-184.0	23.0	0
62.763459900063694	-47.86674364163407	2.900982258980671	-184.0	23.0	0
53.05153288498388	-45.48378882591413	3.0245547654453393	-184.0	23.0	0
43.11994407715848	-44.316080064160026	3.085470845263063	-184.0	23.0	0
33.13568823096609	-43.75515654194592	3.1121335101158047	-184.0	23.0	0
23.140027122834507	-43.46060771511796	3.1198974842489386	-184.0	23.0	0
13.142380432391256	-43.24367304045954	3.1170647620090235	-184.0	23.0	0
3.1453883689114477	-42.99841871792532	3.1081169840111174	-184.0	23.0	0
-6.849009052046222	-42.66372454116884	3.0954617586264788	-184.0	23.0	0
-16.838370641493924	-42.20257918960722	3.0803761015057116	-184.0	23.0	0
-26.819639160977424	-41.59079594206959	3.063515914615109	-184.0	23.0	0
-36.7891747557109	-40.81082156727113	3.0451906855688646	-184.0	23.0	0
-46.74274403327271	-39.848294353745274	3.025510775672452	-184.0	23.0	0
-56.675444643931556	-38.690080824633554	3.0044650575510987	-184.0	23.0	0
-66.58157199262902	-37.3230983992205	2.9819598289517626	-184.0	23.0	0
-76.45442913809518	-35.73354129574239	2.957835315958617	-184.0	23.0	0
-86.2860698888623	-33.906291956474426	2.931867952289676	-184.0	23.0	0
-96.06695255286883	-31.824385543367335	2.9037618208063067	-184.0	23.0	0
-105.78546561268291	-29.468434799777175	2.8731293250983305	-184.0	23.0	0
-115.42726198167588	-26.81593356907548	2.8394580387474972	-184.0	23.0	0
-124.97429689419927	-23.840345496263744	2.8020564394084895	-184.0	23.0	0
-134.40338920134798	-20.509847295803503	2.7599637349453574	-184.0	23.0	0
-143.6839812466234	-16.78552033792635	2.7117935749003044	-184.0	23.0	0
-152.7744761421741	-12.618638703662363	2.6554462571377995	-184.0	23.0	0
-161.61587522503018	-7.9464162926814925	2.587535049042764	-184.0	23.0	0
-170.11984174267263	-2.6849950524825825	2.5021184405257313	-184.0	23.0	0
-177.14786921805822	2.5419379462969944	2.387490581196158	-184.0	23.0	0
-181.86560476536488	6.9732505326328855	2.2354387550527317	-184.0	23.0	0
-184.85726983944488	10.791240949094744	2.054476244533786	-184.0	23.0	0
-186.56473246533415	14.041710946472472	1.8526197029022482	-184.0	23.0	0
-187.34217075739613	16.72688902002958	1.6368866924531909	-184.0	23.0	0
-187.48299699733445	18.854599145168944	1.4131429708313603	-184.0	23.0	0
-187.22797745503388	20.458771985858355	1.186179648010373	-184.0	23.0	0
-186.76554863801832	21.601203880327105	0.9598950454336991	-184.0	23.0	0
-186.23223694608714	22.362793485087195	0.737496871626508	-184.0	23.0	0
-185.71677808319834	22.83109297688761	0.5216821507012049	-184.0	23.0	0
-185.26809737589295	23.08899356653129	0.31477981362620666	-184.0	23.0	0
-184.90547102056885	23.207066845858645	0.11885474043187724	-184.0	23.0	0
